title,authors,journal,year,doi,abstract,tags
Salt marsh nitrogen cycling: where land meets sea,Jennifer L. Bowen; Amanda C. Spivak; Anne E. Bernhard; Robinson W. Fulweiler; Anne E. Giblin,Trends in Microbiology,2024,10.1016/j.tim.2023.09.010,,滨海湿地/盐沼
Rhizosphere effects on soil organic carbon processes in terrestrial ecosystems: A meta-analysis,Xuechao Zhao; Peng Tian; Zhaolin Sun; Shengen Liu; Qingkui Wang; Zhangquan Zeng,Geoderma,2022,10.1016/j.geoderma.2022.115739,,背景文献
Soil salinity and nutrients availability drive patterns in bacterial community and diversity along succession gradient in the Yellow River Delta,Yong Li; Enze Kang; Bing Song; Jinsong Wang; Xiaodong Zhang; Jinzhi Wang; Meng Li; Liang Yan,Estuarine Coastal and Shelf Science,2021,10.1016/j.ecss.2021.107621,,滨海湿地/盐沼；微生物群落
"Bacterial network complexity drives carbon, nitrogen and phosphorus metabolism potential under short-term soil water content changes in wetlands",Shouyang Luo; Jiabao Yuan; Yanyu Song; Qi Jia; Mengyuan Zhu; Huanhuan Feng; Yiting Zhao; Wenkai Mei,Environmental Research,2025,10.1016/j.envres.2025.122952,,滨海湿地/盐沼
Medium-sized anammox granules achieve the optimal synergism between AnAOB and HDB via nitrite cycle,Da Kang; Xinyu Wan; Jiqiang Zhang; Shuang Ding; Ping Zheng; Yongzhen Peng,Journal of Cleaner Production,2023,10.1016/j.jclepro.2023.139103,,背景文献
Keystone bacterial functional module activates P-mineralizing genes to enhance enzymatic hydrolysis of organic P in a subtropical forest soil with 5-year N addition,Quanxin Zeng; Josep Peñuelas; Jordi Sardans; Qiufang Zhang; Jiacong Zhou; Kai Yue; Yuehmin Chen; Yusheng Yang,Soil Biology and Biochemistry,2024,10.1016/j.soilbio.2024.109383,,背景文献
Methane-dependent complete denitrification by a single Methylomirabilis bacterium,Xiangwu Yao; Jiaqi Wang; Mingyue He; Zishu Liu; Yuxiang Zhao; Yufen Li; Taolve Chi; Lin Zhu,Nature Microbiology,2024,10.1038/s41564-023-01578-6,,氮循环过程
Deciphering the microbial mechanisms underlying glucose induced soil priming effects under low and high nutrient levels,Jiaqi Wang; Xichang Zhang; Yingyi Fu; Lukas Van Zwieten; Han Sun; Georg Guggenberger; Lingfei Hu; Yu Luo,European Journal of Soil Biology,2025,10.1016/j.ejsobi.2025.103757,,背景文献
Spartina alterniflora invasion decouples multiple elements in coastal wetland soils,Haobo Wu; Zhongsheng Zhang; Wenwen Zhao; Hongbiao Jin; Luan Sang; Haitao Wu,The Science of The Total Environment,2024,10.1016/j.scitotenv.2024.171502,,滨海湿地/盐沼；湿地植被/盐生植物
"Effects of Spartina alterniflora Invasion on Soil Carbon, Nitrogen and Phosphorus in Yancheng Coastal Wetlands",Yufeng Sheng; Z. Luan; Dandan Yan; Jingtai Li; Siying Xie; Yao Liu; Li Chen; Min Li,Land,2022,10.3390/land11122218,"The rapid invasion of Spartina alterniflora threatens the ability of soils to store carbon (C), nitrogen (N) and phosphorus (P) in coastal wetlands. This study analyzed the temporal and spatial distribution characteristics of soil C, N and P in Spartina alterniflora wetland in the Dafeng Elk Nature Reserve of Yancheng, China, in different invasion stages from 1995 to 2020. The results suggest that: (1) the invasion of Spartina alterniflora increased the content and storage of soil C and N, and decreased the content and storage of soil P; (2) altered soil properties caused by Spartina alterniflora invasion also indirectly affected the accumulation of soil C, N and P in wetland ecosystem. Organic carbon (SOC), total nitrogen (TN) and total phosphorus (TP) were positively correlated with soil moisture content (SMC) and electrical conductivity (SEC), and negatively correlated with bulk density (SBD) and pH; (3) Spartina alterniflora invasion increased soil C/P and N/P, and decreased soil C/N. In conclusion, Spartina alterniflora invasion has changed the ecosystem, increased the storage capacity of soil C and N in the invasive ecosystem, but reduced the storage capacity of soil P to a certain extent.",滨海湿地/盐沼；湿地植被/盐生植物
Soil carbon-fixing bacterial communities respond to plant community change in coastal salt marsh wetlands,Qihang Liao; Chao Lu; Yuan Feng; Qinya Fan; Hongyu Chen; Lin Yang; Penghua Qiu; Ziyue Feng,Applied Soil Ecology,2023,10.1016/j.apsoil.2023.104918,,滨海湿地/盐沼
Salinity-driven differentiation of bacterial and fungal communities in coastal wetlands: Contrasting assembly processes and spatial dynamics,Jisheng Xu; Lin Chen; Tantan Zhou; Congzhi Zhang; Jiabao Zhang; Bingzi Zhao,Environmental Research,2025,10.1016/j.envres.2025.121895,,滨海湿地/盐沼
"Coupled pyrite and sulfur autotrophic denitrification for simultaneous removal of nitrogen and phosphorus from secondary effluent: feasibility, performance and mechanisms",Zhiqiang Chen; Chao Pang; Qinxue Wen,Water Research,2023,10.1016/j.watres.2023.120422,,氮循环过程
Polyethylene and polyvinyl chloride microplastics promote soil nitrification and alter the composition of key nitrogen functional bacterial groups,Shunyin Huang; Ting Guo; Zhen Feng; Baochen Li; Yimin Cai; Da Ouyang; Williamson Gustave; Chengfei Ying,Journal of Hazardous Materials,2023,10.1016/j.jhazmat.2023.131391,,氮循环过程
C:N:P stoichiometry responses to 10 years of nitrogen addition differ across soil components and plant organs in a subtropical Pleioblastus amarus forest,Zengyan Li; Xirong Qiu; Yu Sun; Sining Liu; Hongling Hu; Jiulong Xie; Gang Chen; Yinlong Xiao,The Science of The Total Environment,2021,10.1016/j.scitotenv.2021.148925,,氮添加/氮沉降
How climate and soil properties affect the abundances of nitrogen-cycling genes in nitrogen-treated ecosystems: a meta-analysis,Jingyi Dong; Jiaqi Zhang; Yinghui Liu; Haichao Jing,Plant and Soil,2022,10.1007/s11104-022-05420-6,,背景文献
"Legacy effects of wheat season organic fertilizer addition on microbial co-occurrence networks, soil function, and yield of the subsequent maize season in a wheat-maize rotation system",Guochun Li; Wenquan Niu; Li Ma; Yadan Du; Qian Zhang; Jun Sun; Kadambot H. M. Siddique,Journal of Environmental Management,2023,10.1016/j.jenvman.2023.119160,,背景文献
Seasonality and assembly of soil microbial communities in coastal salt marshes invaded by a perennial grass,Guangliang Zhang; Jia Jia; Qingqing Zhao; Wei Wang; Dawei Wang; Junhong Bai,Journal of Environmental Management,2023,10.1016/j.jenvman.2023.117247,,滨海湿地/盐沼
Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands,Meifen Lin; Yu Chen; Liwen Cheng; Yi Zheng; Weiqi Wang; Jordi Sardans; Zhaoliang Song; Georg Guggenberger,CATENA,2023,10.1016/j.catena.2023.107414,,滨海湿地/盐沼；湿地植被/盐生植物；微生物群落
Spartina alterniflora invasion exacerbates soil microbial carbon and phosphorus co-limitations and alters microbial carbon and nitrogen use efficiency in the coastal wetlands of eastern China,Tingting Nong; Xitong Yang; Rou Pan; Yuxuan Zhao; Xiangyu Liu; Jiahui Wang; Zheng Yin; Bin Yan,Ecological Processes,2025,10.1186/s13717-025-00637-6,,滨海湿地/盐沼；湿地植被/盐生植物
Higher Abundance of Ammonia Oxidizing Archaea than Ammonia Oxidizing Bacteria and Their Communities in Tibetan Alpine Meadow Soils under Long-term Nitrogen Fertilization,Rui Xiao; Binze Chen; Yongjun Liu; Chuanpei Wang; Ji-Dong Gu; Huyuan Feng; Guozhen Du; Xiaojun Ma,Geomicrobiology Journal,2014,10.1080/01490451.2013.875298,,氮添加/氮沉降
High-efficient nitrogen removal with low demand of Fe source and mechanism analysis driven by Fe(II)/Fe(III) cycle,Xiaojing Hao; Wei Zeng; Jianmin Li; Mengjia Zhan; Haohao Miao; Qingteng Gong,Chemical Engineering Journal,2024,10.1016/j.cej.2024.148702,,背景文献
Aggravation of nitrous oxide emissions driven by burrowing crab activities in intertidal marsh soils: Mechanisms and environmental implications,Zhirui An; Yanling Zheng; Lijun Hou; Dengzhou Gao; Feiyang Chen; Jie Zhou; Bolin Liu; Li Wu,Soil Biology and Biochemistry,2022,10.1016/j.soilbio.2022.108732,,滨海湿地/盐沼
Responses of edaphic factors and microbial community to terrestrial succession and experimental warming in coastal salt marshes,Zhen Wang; Shanshan Song; Tongtong Song; Lin Yuan; Chao Zhang,Pedobiologia,2022,10.1016/j.pedobi.2022.150821,,滨海湿地/盐沼；微生物群落
Study on the screening of high-efficiency salt and alkali-tolerant microbial agents and their roles and mechanisms in enhancing saline-alkaline soil remediation,Dapeng Li; Zhen Qi; Jieyu Guo; Tao Wang; Xianyue Li; Ning Hou,Journal of Cleaner Production,2025,10.1016/j.jclepro.2025.145992,,背景文献
"Nitrogen transformation promotes the anaerobic degradation of PAHs in water level fluctuation zone of the Three Gorges Reservoir in Yangtze River, China: Evidences derived from in-situ experiment",Shupei Yuan; Xinkuan Han; Xiangyang Yin; Peixing Su; Yiying Zhang; Yinfei Liu; Juntong Zhang; Daijun Zhang,The Science of The Total Environment,2022,10.1016/j.scitotenv.2022.161034,,背景文献
Endophytic fungi as direct plant growth promoters for sustainable agricultural production,Jorge Poveda; Daniel Eugui; Patricia Abril‐Urías; Pablo Velasco,Symbiosis,2021,10.1007/s13199-021-00789-x,,背景文献
Nitrogen cycling in plant and soil subsystems is driven by changes in soil salinity following coastal embankment in typical coastal saltmarsh ecosystems of Eastern China,Hongyu Feng; Hui Zhao; Lu Xia; Wen Yang; Yongqiang Zhao; Nasreen Jeelani; Shuqing An,Ecological Engineering,2021,10.1016/j.ecoleng.2021.106467,,滨海湿地/盐沼
Kalidium cuspidatum colonization changes the structure and function of salt crust microbial communities,Yaqing Pan; Peng Kang; Yaqi Zhang; Xinrong Li,Environmental Science and Pollution Research,2024,10.1007/s11356-024-32364-4,,背景文献
"Soil salinity, not plant genotype or geographical distance, shapes soil microbial community of a reed wetland at a fine scale in the Yellow River Delta",Lele Liu; Yiming Wu; Meiqi Yin; Xiangyan Ma; Xiaona Yu; Xiao Guo; Ning Du; Franziska Eller,The Science of The Total Environment,2022,10.1016/j.scitotenv.2022.159136,,滨海湿地/盐沼；微生物群落
"Vegetation succession enhances microbial diversity, network complexity, and stability in coastal wetlands, underscoring the pivotal role of soil salinity and key microbial species",Jilin Zhang; Qing Zhang; Chunyu Zhang; Renqing Wang; Hui Wang; Qing Zhang,Journal of Environmental Management,2025,10.1016/j.jenvman.2025.125997,,滨海湿地/盐沼
Nitrogen addition reduces phosphorus availability and induces a shift in soil phosphorus cycling microbial community in a tea (Camellia sinensis L.) plantation,Yanyan Jiang; Xiangde Yang; Kang Ni; Lifeng Ma; Yuanzhi Shi; Yu Wang; Yanjiang Cai; Qingxu Ma,Journal of Environmental Management,2023,10.1016/j.jenvman.2023.118207,,氮添加/氮沉降；微生物群落
Consistent effects of nitrogen addition on soil microbial communities across three successional stages in tropical forest ecosystems,Huiling Guan; Yongqun Zhang; Qinggong Mao; Buqing Zhong; Weibin Chen; Jiangming Mo; Faming Wang; X. L. Lu,CATENA,2023,10.1016/j.catena.2023.107116,,氮添加/氮沉降
Salinity reduces site quality and mangrove forest functions. From monitoring to understanding,Shamim Ahmed; Swapan Kumar Sarker; Daniel A. Friess; Md. Kamruzzaman; Martin Jacobs; Md. Akramul Islam; Md Azharul Alam; Mohammad Jamil Suvo,The Science of The Total Environment,2022,10.1016/j.scitotenv.2022.158662,") to the salinity and functional variable relationships. In this study, we found that rises in salinity significantly impede forest growth and produce less productive ecosystems dominated by dwarf species while reducing stand structural properties (i.e., tree height, basal area, dominant tree height, LAI), soil carbon (organic and root carbon), and macronutrient availability in the soil (e.g., NH4+, P, and K). Besides, species-specific leaf area (related to resource acquisition) also decreased with salinity, whereas wood density (related to resource conservation) increased. We observed a declining abundance of the salt-intolerant climax species (Heritiera fomes) and dominance of the salt-tolerant species (Excoecaria agallocha, Ceriops decandra) in the high saline areas. In the case of biotic and abiotic factors, salinity and salinity-driven gap fraction (high transmission of light) had a strong negative impact on functional variables, while nutrients and LAI had a positive impact. In addition, the power-law explained the consistent decline of functional variables with salinity. Our study disentangles the negative effects of salinity on site quality in the Sundarbans mangrove ecosystem, and we recognize that nutrient availability and LAI are likely to buffer the less salt-tolerant species to maintain the ability to sequester carbon with sea-level rise. These novel findings advance our understanding of how a single stressor-salinity-can shape mangrove structure, functions, and productivity and offer decision makers a much-needed scientific basis for developing pragmatic ecosystem management and conservation plans in highly stressed coastal ecosystems across the globe.",滨海湿地/盐沼
Enzymatic activity and functional diversity of soil microorganisms along the soil profile – A matter of soil depth and soil-forming processes,Anna Piotrowska‐Długosz; Jacek Długosz; Magdalena Frąc; Agata Gryta; Barbara Breza-Boruta,Geoderma,2022,10.1016/j.geoderma.2022.115779,,微生物群落
Microbial traits drive soil priming effect in response to nitrogen addition along an alpine forest elevation gradient,Tiantian Ma; Yabin Zhan; Wenjie Chen; Zhuonan Hou; Shengyang Chai; Junling Zhang; Xinjun Zhang; Ruihong Wang,The Science of The Total Environment,2023,10.1016/j.scitotenv.2023.167970,,氮添加/氮沉降
Introduction of broadleaf species into monospecific Cunninghamia lanceolata plantations changed the soil Acidobacteria subgroups composition and nitrogen-cycling gene abundances,Yuting Zhang; Kai Ding; Kim Yrjälä; Haiyan Liu; Zaikang Tong; Junhong Zhang,Plant and Soil,2021,10.1007/s11104-021-05014-8,,背景文献
"Effects of land-use on soil C, N, and P stocks and stoichiometry in coastal wetlands dependent on soil depth and latitude",Jing Xiong; Xuexin Shao; Niu Li; Haijing Yuan; Enjun Liu; Ming C. Wu,CATENA,2024,10.1016/j.catena.2024.107999,,滨海湿地/盐沼
Invasion of Spartina alterniflora Reshapes Sediment Nitrogen Fixation Process in Native Zostera japonica Seagrass Beds,Lin Yang; Xinju Huang; Shaojie Zhu; Zhimin Song; Xin Wang; Zheng Liu; Qianqian Zhang; Zhihai Zhong,"Estuarine, Coastal and Shelf Science",2026,10.1016/j.ecss.2026.109958,,氮循环过程；滨海湿地/盐沼；湿地植被/盐生植物
Extensive global wetland loss over the past three centuries,Etienne Fluet‐Chouinard; Benjamin D. Stocker; Zhen Zhang; Avni Malhotra; Joe R. Melton; Benjamin Poulter; Jed O. Kaplan; Kees Klein Goldewijk,Nature,2023,10.1038/s41586-022-05572-6,,滨海湿地/盐沼
"Decoupling soil community structure, functional composition, and nitrogen metabolic activity driven by salinity in coastal wetlands",Mingcong Li; Wenxi Zhou; Mengyue Sun; Wenchong Shi; Jiaqi Lun; Bo Zhou; Lijun Hou; Zheng Gao,Soil Biology and Biochemistry,2024,10.1016/j.soilbio.2024.109547,,滨海湿地/盐沼
Effects of plants and soil microorganisms on organic carbon and the relationship between carbon and nitrogen in constructed wetlands,Yan Wang; Fan Wu; Xin Li; Changchao Li; Yongkang Zhao; Yuxue Gao; Jian Liu,Environmental Science and Pollution Research,2023,10.1007/s11356-023-26489-1,,滨海湿地/盐沼；微生物群落
Salt marsh expansion into estuarine mangrove mudflats reduces nitrogen removal capacity,Fenfang Wang; Zeyang Lu; Craig Tobias; Yao Wang; Kai Xiao; Qibiao Yu; Jingjie Lin; Guanmin Huang,CATENA,2023,10.1016/j.catena.2023.107459,,滨海湿地/盐沼
Impact of salinity gradients on nitric oxide emissions and functional microbes in estuarine wetland sediments,Jiang‐Chen Gong; Bing‐Han Li; Chun‐Ying Liu; Peifeng Li; Jingwen Hu; Gui‐Peng Yang,Water Research,2024,10.1016/j.watres.2024.123046,,滨海湿地/盐沼
Mechanisms of plant-derived and microbial residue carbon in coastal wetland soils in response to salinity gradients,Xinkun Zhao; Jingyu Sun; Chenmiao Liu; Enyue Zhang; Guoliang Zhao; Qingfeng Chen,CATENA,2025,10.1016/j.catena.2025.109108,,滨海湿地/盐沼
Effect of silver nanoparticles on nitrogen-cycling bacteria in constructed wetlands,Monolina Sarkar,Nanotechnology for Environmental Engineering,2022,10.1007/s41204-021-00192-3,,滨海湿地/盐沼
Enhanced degradation of petroleum in saline soil by nitrogen stimulation and halophilic emulsifying bacteria Bacillus sp. Z-13,Shuhui Zhang; Mengru Zhang; Fei Han; Zhe Liu; Chuanfu Zhao; Jianhua Lei; Weizhi Zhou,Journal of Hazardous Materials,2023,10.1016/j.jhazmat.2023.132102,,背景文献
"Bacterial communities and interactions between macrobenthos and microorganisms after Spartina alterniflora invasion and Kandelia obovata plantation in Yueqing Bay, China",Li Song; Qiuxuan Wang; Yanan Di; Jiaping Wu,Ecohydrology & Hydrobiology,2024,10.1016/j.ecohyd.2024.01.001,,湿地植被/盐生植物；微生物群落
Impacts of Spartina alterniflora invasion on coastal carbon cycling within a native Phragmites australis-dominated wetland,Ying Huang; Jiangtao Wang; Pengfei Wu; Zheng Duan; Xiuzhen Li; Jianwu Tang,Agricultural and Forest Meteorology,2025,10.1016/j.agrformet.2025.110405,,滨海湿地/盐沼；湿地植被/盐生植物
Invasion mechanism of Spartina alterniflora by regulating soil sulfur and iron cycling and microbial composition in the Jiuduansha Wetland,Yuanhang Li; Jing Hua; Yanxiang Tao; Chiquan He,Environmental science and pollution research international,2024,10.1007/s11356-024-32118-2,,滨海湿地/盐沼；湿地植被/盐生植物
Nitrogen input promotes denitrifying methanotrophs’ abundance and contribution to methane emission reduction in coastal wetland and paddy soil,Jiaqi Wang; Xiangwu Yao; Zhongjun Jia; Lizhong Zhu; Ping Zheng; Boran Kartal; Baolan Hu,Environmental Pollution,2022,10.1016/j.envpol.2022.119090,,滨海湿地/盐沼
Soil nitrogen content and key functional microorganisms influence the response of wetland anaerobic oxidation of methane to trivalent iron input,Zihao Wang; Kun Li; Feifei Yan; Qingyue Xiang; Xinkun Zhao; Linhui Ji; Xin Yu; Jingyu Sun,Chemosphere,2023,10.1016/j.chemosphere.2023.138183,,滨海湿地/盐沼；微生物群落
"Effects of anthropogenic activities on soil microbial communities and greenhouse gas fluxes in coastal wetlands of the Yellow River Delta, China",Jingyu Sun; Xiaoya Xu; Zihao Wang; Kun Li; Chenmiao Liu; Li Chen; Zhengxi Cai; Xinkun Zhao,Journal of Environmental Sciences,2025,10.1016/j.jes.2025.08.066,,滨海湿地/盐沼
"Effects of nanopolystyrene addition on nitrogen fertilizer fate, gaseous loss of N from the soil, and soil microbial community composition",Ziheng Zou; Shuqing Li; Jie Wu; Shumin Guo; Yihe Zhang; Mengyuan Huang; Eugenia Valsami‐Jones; Iseult Lynch,Journal of Hazardous Materials,2022,10.1016/j.jhazmat.2022.129509,,微生物群落
Bacterial biogeography in China and its association to land use and soil organic carbon,Tao Lu; Nuohan Xu; Chaotang Lei; Qi Zhang; Zhenyan Zhang; Liwei Sun; Feng He; Ning‐Yi Zhou,Soil Ecology Letters,2023,10.1007/s42832-023-0172-8,,背景文献
Long-term excess nitrogen fertilizer increases sensitivity of soil microbial community to seasonal change revealed by ecological network and metagenome analyses,Bingbing Li; Sarah S. Roley; David S. Duncan; Jiarong Guo; John F. Quensen; Hanqing Yu; James M. Tiedje,Soil Biology and Biochemistry,2021,10.1016/j.soilbio.2021.108349,,微生物群落
Global patterns and drivers of soil nematodes in response to nitrogen enrichment,Xing Wen; Xiaoming Lu; Shuli Niu; Dima Chen; Jinsong Wang; Ya Liu; Bingxue Wang; Shuang Zhang,CATENA,2022,10.1016/j.catena.2022.106235,,氮添加/氮沉降
Short-term N addition in a Pinus tabuliformis plantation: Microbial community composition and interactions show different linkages with ecological stoichiometry,Jiaoyang Zhang; Zemin Ai; Hongfei Liu; Darrell W.S. Tang; Xiaomei Yang; Guoliang Wang; Ying Liu; Guobin Liu,Applied Soil Ecology,2022,10.1016/j.apsoil.2022.104422,,微生物群落
Spartina alterniflora invasion differentially alters microbial residues and their contribution to soil organic C in coastal marsh and mangrove wetlands,Xueli Ding; Weiqi Wang; Jiahui Wen; Tianshu Feng; Josep Peñuelas; Jordi Sardans; Chao Liang; Evgenios Agathokleous,CATENA,2023,10.1016/j.catena.2023.107246,,滨海湿地/盐沼；湿地植被/盐生植物
Spartina alterniflora invasion changed enrichment and coupling characteristics of multiple elements in coastal marsh sediment of the Yellow River Delta,Meijie Zheng; Zhongsheng Zhang; Shan Jiang; Xin Yuan; Xuehui Zhang; Dongmei Zheng; Haitao Wu,Applied Geochemistry,2022,10.1016/j.apgeochem.2022.105517,,滨海湿地/盐沼；湿地植被/盐生植物
Abundance and community structure of ammonia-oxidizing bacteria and archaea in purple soil under long-term fertilization,Zhifeng Zhou; Xiaojun Shi; Yong Zheng; Zixian Qin; Deti Xie; Zhenlun Li; Tao Guo,European Journal of Soil Biology,2014,10.1016/j.ejsobi.2013.10.003,,氮添加/氮沉降
Nitrogen transformations in constructed wetlands: A closer look at plant-soil interactions using chemical imaging,Samantha C. Nyer; Nils Volkenborn; Robert C. Aller; Molly Graffam; Qingzhi Zhu; R.E. Price,The Science of The Total Environment,2021,10.1016/j.scitotenv.2021.151560,,滨海湿地/盐沼
Porewater exchange drives nutrient cycling and export in a mangrove-salt marsh ecotone,Fenfang Wang; Kai Xiao; Isaac R. Santos; Zeyang Lu; Joseph Tamborski; Yao Wang; Ruifeng Yan; Nengwang Chen,Journal of Hydrology,2021,10.1016/j.jhydrol.2021.127401,,滨海湿地/盐沼
Bacterial and fungal communities exhibit contrasting patterns in response to marsh erosion: A fine-scale observation,Minjie Hu; Dongyao Sun; Jordi Sardans; Ruibing Yan; Hui Wu; Ranxu Ni; Josep Peñuelas,CATENA,2024,10.1016/j.catena.2024.108231,,背景文献
Effects of nitrogen and phosphorus additions on soil microbial community structure and ecological processes in the farmland of Chinese Loess Plateau,Zhaoyang Kou; Chunyue Li; Shun Chang; Yu Miao; Wenting Zhang; Qianxue Li; Tinghui Dang; Yi Wang,Journal of Arid Land,2023,10.1007/s40333-023-0023-6,,微生物群落
Partial substitution of chemical fertilizer with organic fertilizer and slow-release fertilizer benefits soil microbial diversity and pineapple fruit yield in the tropics,Xin Jin; Jinwen Cai; Shuyun Yang; Shoupeng Li; Xujie Shao; Chunmin Fu; Changzhen Li; Changzhen Li,Applied Soil Ecology,2023,10.1016/j.apsoil.2023.104974,,背景文献
Characterization of the responses of soil micro-organisms to azoxystrobin and the residue dynamics of azoxystrobin in wheat–corn rotation fields over two years,Chengbo Lu; Kaixuan Hou; Tongtong Zhou; Xiaole Wang; Jingwen Zhang; Chao Cheng; Zhongkun Du; Bing Li,Chemosphere,2023,10.1016/j.chemosphere.2023.137918,,背景文献
Spartina alterniflora raised soil sulfide content by regulating sulfur cycle-associated bacteria in the Jiuduansha Wetland of China,Chi He; Liyu Cheng; Daoyuan Wang; Zhenzhen Zhao; Zhenyu Wang; Feifei Wang; Xiaoxi Wang; Pu Zhang,Plant and Soil,2021,10.1007/s11104-021-05154-x,,滨海湿地/盐沼；湿地植被/盐生植物
[Impacts of Spartina alterniflora invasion on coastal wetland ecosystem: Advances and prospects].,Xuefeng Xie; Xiao-Min Sun; Tao Wu; Guojun Jiang; L. Pu; Qi Xiang,Ying yong sheng tai xue bao = The journal of applied ecology,2020,10.13287/j.1001-9332.202006.032,,滨海湿地/盐沼；湿地植被/盐生植物
The spatial overlapping regulated by nitrogen promotes the Spartina alterniflora potential invasion in coastal wetlands,Peng Jia; Guojuan Qu; Jing Jia; Changan Liu; Dezhi Li,Ocean & Coastal Management,2024,10.1016/j.ocecoaman.2024.107260,,滨海湿地/盐沼；湿地植被/盐生植物
Coupling and decoupling of soil carbon and nutrients cycles at different salinity levels in a mangrove wetland: Insights from CUE and enzymatic stoichiometry,Haixiao Zhao; Sibo Zhang; Wei Yang; Feiyang Xia; Hongjiang Guo; Qian Tan,The Science of The Total Environment,2024,10.1016/j.scitotenv.2024.171039,,滨海湿地/盐沼
"Denitrifying anaerobic methane oxidation and mechanisms influencing it in Yellow River Delta coastal wetland soil, China",Zihao Wang; Jinye Li; Xiaoya Xu; Kun Li; Qingfeng Chen,Chemosphere,2022,10.1016/j.chemosphere.2022.134345,,滨海湿地/盐沼
Source and degradation of soil organic matter in different vegetations along a salinity gradient in the Yellow River Delta wetland,Xin Ni; Guangming Zhao; John R. White; Peng Yao; Kehui Xu; Yadav Sapkota; Jiancong Liu; Hao Zheng,CATENA,2024,10.1016/j.catena.2024.108603,,滨海湿地/盐沼
Coupling of soil methane emissions at different depths under typical coastal wetland vegetation types,Kun Li; Zihao Wang; Qingyue Xiang; Xinkun Zhao; Linhui Ji; Xin Yu; Jingyu Sun; Chenmiao Liu,Chemosphere,2023,10.1016/j.chemosphere.2023.139505,,滨海湿地/盐沼
"Biodegradable microplastics pose greater risks than conventional microplastics to soil properties, microbial community and plant growth, especially under flooded conditions",Jie Wang; Minghao Jia; Long Zhang; Xiaona Li; Xiaokai Zhang; Zhenyu Wang,The Science of The Total Environment,2024,10.1016/j.scitotenv.2024.172949,,微生物群落
Species shifts induce soil organic matter priming and changes in microbial communities,Blanca Bernal; Sung-Hyun Kim; Thomas J. Mozdzer,The Science of The Total Environment,2022,10.1016/j.scitotenv.2022.159956,,背景文献
Microbially mediated Fe-N coupled cycling at different hydrological regimes in riparian wetland,Yuexia Wu; Ligang Xu; Zhenglu Wang; Junxiang Cheng; Jilai Lu; Hailin You; Xiaodong Zhang,The Science of The Total Environment,2022,10.1016/j.scitotenv.2022.158237,,滨海湿地/盐沼
Nitrogen addition stimulates priming effect in a subtropical forest soil,Qiufang Zhang; Lei Cheng; Jiguang Feng; Kongcan Mei; Quanxin Zeng; Biao Zhu; Yuehmin Chen,Soil Biology and Biochemistry,2021,10.1016/j.soilbio.2021.108339,,氮添加/氮沉降
Soil Acidification Under Long-Term N Addition Decreases the Diversity of Soil Bacteria and Fungi and Changes Their Community Composition in a Semiarid Grassland,Bing Song; Yong Li; Liuyi Yang; Huiqiu Shi; Linghao Li; Wenming Bai; Ying Zhao,Microbial Ecology,2022,10.1007/s00248-021-01954-x,,背景文献
High soil bacterial diversity increases the stability of the community under grazing and nitrogen,Muhammad Usman; Mengyuan Wang; Yang Liu; Lan Li; Xiumin Zhang; Tianhao Xiao; Fujiang Hou,Soil and Tillage Research,2024,10.1016/j.still.2024.106414,,背景文献
Plant- and microbial-mediated soil organic carbon accumulation in Spartina alterniflora salt marshes,Qihang Liao; Yuan Feng; Qinya Fan; Hongyu Chen; Yameng Wang; Chuchu Zhang; Chao Lu; Penghua Qiu,CATENA,2023,10.1016/j.catena.2023.107777,,滨海湿地/盐沼；湿地植被/盐生植物
Exotic Spartina alterniflora Loisel. Invasion significantly shifts soil bacterial communities with the successional gradient of saltmarsh in eastern China,Wen Yang; A. Cai; Jinsong Wang; Yiqi Luo; Xiaoli Cheng; S. An,Plant and Soil,2020,10.1007/s11104-020-04470-y,,湿地植被/盐生植物
Plant Species–Driven Distribution of Individual Clades of Comammox Nitrospira in a Subtropical Estuarine Wetland,Yongxin Lin; Guiping Ye; Hangwei Hu; Ping Yang; Song Wan; Mengmeng Feng; Zi-Yang He; Ji‐Zheng He,Microbial Ecology,2022,10.1007/s00248-021-01940-3,,滨海湿地/盐沼
Differential responses of ammonia-oxidizing archaea and bacteria to long-term fertilization in a New England salt marsh,Xuefeng Peng; Erik Yando; Erica Hildebrand; Courtney Dwyer; Anne Kearney; Alex Waciega; Ivan Valiela; Anne E. Bernhard,Frontiers in Microbiology,2013,10.3389/fmicb.2012.00445,,氮添加/氮沉降；滨海湿地/盐沼
Ammonia-oxidizing bacteria and archaea exhibit differential nitrogen source preferences,Wei Qin; Stephany P. Wei; Yue Zheng; Eunkyung Choi; Xiangpeng Li; Juliet Johnston; Xianhui Wan; Britt Abrahamson,Nature Microbiology,2024,10.1038/s41564-023-01593-7,,背景文献
Feammox in alluvial-lacustrine aquifer system: Nitrogen/iron isotopic and biogeochemical evidences,Yaojin Xiong; Yao Du; Yamin Deng; Teng Ma; Yanxin Wang,Water Research,2022,10.1016/j.watres.2022.118867,,背景文献
Effects of inorganic nitrogen enrichment on soil CH4 and CO2 production in freshwater and mesohaline marshes across six estuaries in China,Chuan Tong; F. R. Hu; Pengfei Zhan; Ji Tan; Jiafang Huang; Kam W. Tang,CATENA,2024,10.1016/j.catena.2024.108473,,氮添加/氮沉降
